"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-78.88","43.92","OSHAWA","6155875","2013-10-01","2013","10","01","","21.9","","8.6","","15.3","","2.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-02","2013","10","02","","24.8","","6.9","","15.9","","2.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-03","2013","10","03","","21.0","","5.5","","13.3","","4.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-04","2013","10","04","","16.4","","14.0","","15.2","","2.8","","0.0","","","M","","M","7.5","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-05","2013","10","05","","18.2","","13.4","","15.8","","2.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-06","2013","10","06","","21.6","","11.8","","16.7","","1.3","","0.0","","","M","","M","9.7","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-07","2013","10","07","","18.8","","6.3","","12.6","","5.4","","0.0","","","M","","M","6.1","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-08","2013","10","08","","16.5","","2.9","","9.7","","8.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-09","2013","10","09","","17.7","","3.8","","10.8","","7.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-10","2013","10","10","","19.1","","4.4","","11.8","","6.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-11","2013","10","11","","20.1","","3.8","","12.0","","6.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-12","2013","10","12","","20.7","","3.8","","12.3","","5.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-13","2013","10","13","","15.6","","12.5","","14.1","","3.9","","0.0","","","M","","M","12.4","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-14","2013","10","14","","16.6","","7.0","","11.8","","6.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-15","2013","10","15","","17.5","","4.7","","11.1","","6.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-16","2013","10","16","","18.8","","10.0","","14.4","","3.6","","0.0","","","M","","M","12.3","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-17","2013","10","17","","15.8","","10.4","","13.1","","4.9","","0.0","","","M","","M","12.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-18","2013","10","18","","14.9","","3.4","","9.2","","8.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-19","2013","10","19","","11.1","","2.9","","7.0","","11.0","","0.0","","","M","","M","8.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-20","2013","10","20","","12.9","","0.8","","6.9","","11.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-21","2013","10","21","","14.0","","6.9","","10.5","","7.5","","0.0","","","M","","M","9.9","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-22","2013","10","22","","8.4","","1.7","","5.1","","12.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-23","2013","10","23","","8.8","","-0.3","","4.3","","13.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-24","2013","10","24","","8.4","","-3.0","","2.7","","15.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-25","2013","10","25","","9.0","","-2.5","","3.3","","14.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-26","2013","10","26","","6.1","","2.7","","4.4","","13.6","","0.0","","","M","","M","11.8","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-27","2013","10","27","","7.9","","0.0","","4.0","","14.0","","0.0","","","M","","M","0.3","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-28","2013","10","28","","7.4","","-4.1","","1.7","","16.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-29","2013","10","29","","6.3","","-6.1","","0.1","","17.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-30","2013","10","30","","9.4","","2.7","","6.1","","11.9","","0.0","","","M","","M","0.3","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-10-31","2013","10","31","","14.0","","6.4","","10.2","","7.8","","0.0","","","M","","M","25.4","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-01","2013","11","01","","13.8","","7.1","","10.5","","7.5","","0.0","","","M","","M","4.8","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-02","2013","11","02","","7.6","","-1.4","","3.1","","14.9","","0.0","","","M","","M","1.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-03","2013","11","03","","3.9","","-4.5","","-0.3","","18.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-04","2013","11","04","","","","","","","","","","","","","","","","","","","","","","",""
"-78.88","43.92","OSHAWA","6155875","2013-11-05","2013","11","05","","11.3","","-2.4","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-06","2013","11","06","","12.9","","7.1","","10.0","","8.0","","0.0","","","M","","M","6.8","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-07","2013","11","07","","9.1","","2.3","","5.7","","12.3","","0.0","","","M","","M","0.3","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-08","2013","11","08","","6.6","","-1.3","","2.7","","15.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-09","2013","11","09","","11.8","","0.5","","6.2","","11.8","","0.0","","","M","","M","1.8","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-10","2013","11","10","","12.4","","2.5","","7.5","","10.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-11","2013","11","11","","5.8","","-4.5","","0.7","","17.3","","0.0","","","M","","M","0.8","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-12","2013","11","12","","-0.5","","-8.1","","-4.3","","22.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-13","2013","11","13","","3.1","","-9.7","","-3.3","","21.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-14","2013","11","14","","8.5","","0.4","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-15","2013","11","15","","9.7","","-2.0","","3.9","","14.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-16","2013","11","16","","11.2","","-1.6","","4.8","","13.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-17","2013","11","17","","13.7","E","7.5","E","10.6","E","7.4","E","0.0","E","","M","","M","","M","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-18","2013","11","18","","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-19","2013","11","19","","2.8","","-6.6","","-1.9","","19.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-20","2013","11","20","","2.4","","-6.7","","-2.2","","20.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-21","2013","11","21","","7.4","","-0.9","","3.3","","14.7","","0.0","","","M","","M","0.8","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-22","2013","11","22","","7.5","","-3.2","","2.2","","15.8","","0.0","","","M","","M","5.3","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-23","2013","11","23","","0.1","","-10.8","","-5.4","","23.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-24","2013","11","24","","-5.5","","-11.6","","-8.6","","26.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-25","2013","11","25","","1.9","","-11.0","","-4.6","","22.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-26","2013","11","26","","1.5","","-0.5","","0.5","","17.5","","0.0","","","M","","M","4.8","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-27","2013","11","27","","0.1","","-7.4","","-3.7","","21.7","","0.0","","","M","","M","1.3","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-28","2013","11","28","","-3.6","","-11.6","","-7.6","","25.6","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-29","2013","11","29","","-3.3","","-14.3","","-8.8","","26.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-11-30","2013","11","30","","1.9","","-12.6","","-5.4","","23.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-01","2013","12","01","","3.6","","-1.3","","1.2","","16.8","","0.0","","","M","","M","1.8","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-02","2013","12","02","","2.5","","-0.6","","1.0","","17.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-03","2013","12","03","","3.5","","-6.4","","-1.5","","19.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-04","2013","12","04","","4.0","","-0.2","","1.9","","16.1","","0.0","","","M","","M","2.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-05","2013","12","05","","14.6","","2.7","","8.7","","9.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-06","2013","12","06","","2.7","","-2.1","","0.3","","17.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-07","2013","12","07","","-0.5","","-6.5","","-3.5","","21.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-08","2013","12","08","","-0.8","","-8.9","","-4.9","","22.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-09","2013","12","09","","2.0","","-3.0","","-0.5","","18.5","","0.0","","","M","","M","2.1","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-10","2013","12","10","","-3.0","","-9.5","","-6.3","","24.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-11","2013","12","11","","-4.6","","-13.4","","-9.0","","27.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-12","2013","12","12","","-7.3","","-16.6","","-12.0","","30.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-13","2013","12","13","","-5.9","","-14.9","","-10.4","","28.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-14","2013","12","14","","-9.9","","-16.4","","-13.2","","31.2","","0.0","","","M","","M","0.8","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-15","2013","12","15","","-5.4","","-13.2","","-9.3","","27.3","","0.0","","","M","","M","0.8","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-16","2013","12","16","","-11.6","","-21.7","","-16.7","","34.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-17","2013","12","17","","-6.2","","-21.6","","-13.9","","31.9","","0.0","","","M","","M","1.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-18","2013","12","18","","-0.4","","-10.1","","-5.3","","23.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-19","2013","12","19","","1.7","","-5.6","","-2.0","","20.0","","0.0","","","M","","M","0.3","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-20","2013","12","20","","1.1","","-1.5","","-0.2","","18.2","","0.0","","","M","","M","8.1","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-21","2013","12","21","","-0.2","","-1.8","","-1.0","","19.0","","0.0","","","M","","M","17.6","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-22","2013","12","22","","0.3","","-3.9","","-1.8","","19.8","","0.0","","","M","","M","10.3","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-23","2013","12","23","","0.1","","-11.1","","-5.5","","23.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-24","2013","12","24","","-11.1","","-18.3","","-14.7","","32.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-25","2013","12","25","","-3.9","","-20.0","","-12.0","","30.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-26","2013","12","26","","-1.3","","-7.1","","-4.2","","22.2","","0.0","","","M","","M","3.6","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-27","2013","12","27","","0.8","","-7.5","","-3.4","","21.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-28","2013","12","28","","2.2","","-5.0","","-1.4","","19.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-29","2013","12","29","","3.6","","-9.4","","-2.9","","20.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-30","2013","12","30","","-9.4","","-18.4","","-13.9","","31.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-12-31","2013","12","31","","-6.9","","-12.6","","-9.8","","27.8","","0.0","","","M","","M","1.0","","","","","","<31",""
