"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-78.88","43.92","OSHAWA","6155875","2022-01-11","2022","01","11","","-1.8","","-23.9","","-12.9","","30.9","","0.0","","","","","","0.0","","","","22","","50",""
"-78.88","43.92","OSHAWA","6155875","2022-01-12","2022","01","12","","1.5","","-1.8","","-0.2","","18.2","","0.0","","","","","","0.0","","","","22","","48",""
"-78.88","43.92","OSHAWA","6155875","2022-01-13","2022","01","13","","1.0","","-2.9","","-1.0","","19.0","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-01-14","2022","01","14","","-2.7","","-20.0","","-11.4","","29.4","","0.0","","","","","","0.0","","","","35","","42",""
"-78.88","43.92","OSHAWA","6155875","2022-01-15","2022","01","15","","-13.5","","-22.3","","-17.9","","35.9","","0.0","","","","","","0.0","","","","1","","42",""
"-78.88","43.92","OSHAWA","6155875","2022-01-16","2022","01","16","","-0.6","","-14.3","","-7.5","","25.5","","0.0","","","","","","0.0","","","","10","","42",""
"-78.88","43.92","OSHAWA","6155875","2022-01-17","2022","01","17","","-3.2","","-6.1","","-4.7","","22.7","","0.0","","","","","","0.0","","","","32","","61",""
"-78.88","43.92","OSHAWA","6155875","2022-01-18","2022","01","18","","-1.3","","-13.8","","-7.6","","25.6","","0.0","","","","","","0.0","","","","16","","35",""
"-78.88","43.92","OSHAWA","6155875","2022-01-19","2022","01","19","","4.6","","-10.5","","-3.0","","21.0","","0.0","","","","","","4.2","","","","25","","52",""
"-78.88","43.92","OSHAWA","6155875","2022-01-20","2022","01","20","","-10.5","","-22.8","","-16.7","","34.7","","0.0","","","","","","0.0","","","","33","","46",""
"-78.88","43.92","OSHAWA","6155875","2022-01-21","2022","01","21","","-10.7","","-26.0","","-18.4","","36.4","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-01-22","2022","01","22","","-4.1","","-17.8","","-11.0","","29.0","","0.0","","","","","","0.0","","","","22","","48",""
"-78.88","43.92","OSHAWA","6155875","2022-01-23","2022","01","23","","-4.9","","-21.6","","-13.3","","31.3","","0.0","","","","","","0.0","","","","33","","41",""
"-78.88","43.92","OSHAWA","6155875","2022-01-24","2022","01","24","","-5.7","","-24.4","","-15.1","","33.1","","0.0","","","","","","0.0","","","","19","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-01-25","2022","01","25","","-7.1","","-25.4","","-16.3","","34.3","","0.0","","","","","","0.0","","","","33","","35",""
"-78.88","43.92","OSHAWA","6155875","2022-01-26","2022","01","26","","-10.1","","-24.4","","-17.3","","35.3","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-01-27","2022","01","27","","-3.5","","-10.1","","-6.8","","24.8","","0.0","","","","","","0.0","","","","21","","61",""
"-78.88","43.92","OSHAWA","6155875","2022-01-28","2022","01","28","","-4.2","","-21.2","","-12.7","","30.7","","0.0","","","","","","0.0","","","","34","","46",""
"-78.88","43.92","OSHAWA","6155875","2022-01-29","2022","01","29","","-11.8","","-25.5","","-18.7","","36.7","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-01-30","2022","01","30","","-5.4","","-18.6","","-12.0","","30.0","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-01-31","2022","01","31","","-1.0","","-11.9","","-6.5","","24.5","","0.0","","","","","","1.5","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-02-01","2022","02","01","","3.7","","-10.4","","-3.4","","21.4","","0.0","","","","","","0.6","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-02-02","2022","02","02","","4.2","","-3.0","","0.6","","17.4","","0.0","","","","","","8.3","","","","35","","45",""
"-78.88","43.92","OSHAWA","6155875","2022-02-03","2022","02","03","","-3.0","","-10.9","","-7.0","","25.0","","0.0","","","","","","0.0","","","","34","","41",""
"-78.88","43.92","OSHAWA","6155875","2022-02-04","2022","02","04","","-10.9","","-15.7","","-13.3","","31.3","","0.0","","","","","","0.0","","","","1","","37",""
"-78.88","43.92","OSHAWA","6155875","2022-02-05","2022","02","05","","-9.6","","-18.3","","-14.0","","32.0","","0.0","","","","","","0.0","","","","34","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-02-06","2022","02","06","","0.0","","-9.2","","-4.6","","22.6","","0.0","","","","","","0.0","","","","22","","52",""
"-78.88","43.92","OSHAWA","6155875","2022-02-07","2022","02","07","","2.3","","-8.9","","-3.3","","21.3","","0.0","","","","","","0.0","","","","20","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-02-08","2022","02","08","","-0.4","","-10.1","","-5.3","","23.3","","0.0","","","","","","0.0","","","","27","","37",""
"-78.88","43.92","OSHAWA","6155875","2022-02-09","2022","02","09","","4.6","","-10.7","","-3.1","","21.1","","0.0","","","","","","0.0","","","","21","","45",""
"-78.88","43.92","OSHAWA","6155875","2022-02-10","2022","02","10","","3.1","","-0.7","","1.2","","16.8","","0.0","","","","","","0.2","","","","27","","45",""
"-78.88","43.92","OSHAWA","6155875","2022-02-11","2022","02","11","","3.3","","-0.5","","1.4","","16.6","","0.0","","","","","","4.3","","","","22","","58",""
"-78.88","43.92","OSHAWA","6155875","2022-02-12","2022","02","12","","2.3","","-16.8","","-7.3","","25.3","","0.0","","","","","","0.0","","","","29","","55",""
"-78.88","43.92","OSHAWA","6155875","2022-02-13","2022","02","13","","-10.7","","-19.7","","-15.2","","33.2","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-02-14","2022","02","14","","-11.0","","-19.6","","-15.3","","33.3","","0.0","","","","","","0.0","","","","30","","35",""
"-78.88","43.92","OSHAWA","6155875","2022-02-15","2022","02","15","","-2.8","","-16.5","","-9.7","","27.7","","0.0","","","","","","0.0","","","","12","","37",""
"-78.88","43.92","OSHAWA","6155875","2022-02-16","2022","02","16","","8.2","","-2.7","","2.8","","15.2","","0.0","","","","","","0.8","","","","21","","52",""
"-78.88","43.92","OSHAWA","6155875","2022-02-17","2022","02","17","","6.9","","-4.6","","1.2","","16.8","","0.0","","","","","","29.0","","","","36","","55",""
"-78.88","43.92","OSHAWA","6155875","2022-02-18","2022","02","18","","-3.0","","-12.8","","-7.9","","25.9","","0.0","","","","","","0.0","","","","20","","61",""
"-78.88","43.92","OSHAWA","6155875","2022-02-19","2022","02","19","","-1.6","","-15.0","","-8.3","","26.3","","0.0","","","","","","0.0","","","","31","","76",""
"-78.88","43.92","OSHAWA","6155875","2022-02-20","2022","02","20","","6.5","","-14.7","","-4.1","","22.1","","0.0","","","","","","0.2","","","","21","","67",""
"-78.88","43.92","OSHAWA","6155875","2022-02-21","2022","02","21","","5.2","","-1.1","","2.1","","15.9","","0.0","","","","","","0.0","","","","35","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-02-22","2022","02","22","","4.5","","-1.2","","1.7","","16.3","","0.0","","","","","","9.5","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-02-23","2022","02","23","","6.8","","-11.2","","-2.2","","20.2","","0.0","","","","","","0.2","","","","26","","67",""
"-78.88","43.92","OSHAWA","6155875","2022-02-24","2022","02","24","","-5.4","","-13.0","","-9.2","","27.2","","0.0","","","","","","0.0","","","","7","","35",""
"-78.88","43.92","OSHAWA","6155875","2022-02-25","2022","02","25","","-6.3","","-14.4","","-10.4","","28.4","","0.0","","","","","","0.0","","","","36","","52",""
"-78.88","43.92","OSHAWA","6155875","2022-02-26","2022","02","26","","-2.0","","-17.3","","-9.7","","27.7","","0.0","","","","","","0.0","","","","22","","42",""
"-78.88","43.92","OSHAWA","6155875","2022-02-27","2022","02","27","","-0.4","","-10.1","","-5.3","","23.3","","0.0","","","","","","0.0","","","","30","","61",""
"-78.88","43.92","OSHAWA","6155875","2022-02-28","2022","02","28","","-5.9","","-17.0","","-11.5","","29.5","","0.0","","","","","","0.0","","","","8","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-03-01","2022","03","01","","2.6","","-6.2","","-1.8","","19.8","","0.0","","","","","","0.0","","","","9","","42",""
"-78.88","43.92","OSHAWA","6155875","2022-03-02","2022","03","02","","2.2","","-6.0","","-1.9","","19.9","","0.0","","","","","","0.0","","","","30","","58",""
"-78.88","43.92","OSHAWA","6155875","2022-03-03","2022","03","03","","-5.3","","-15.5","","-10.4","","28.4","","0.0","","","","","","0.0","","","","32","","59",""
"-78.88","43.92","OSHAWA","6155875","2022-03-04","2022","03","04","","0.8","","-15.9","","-7.6","","25.6","","0.0","","","","","","0.0","","","","27","","42",""
"-78.88","43.92","OSHAWA","6155875","2022-03-05","2022","03","05","","3.6","","-7.4","","-1.9","","19.9","","0.0","","","","","","0.0","","","","10","","50",""
"-78.88","43.92","OSHAWA","6155875","2022-03-06","2022","03","06","","15.8","","1.8","","8.8","","9.2","","0.0","","","","","","3.3","","","","22","","68",""
"-78.88","43.92","OSHAWA","6155875","2022-03-07","2022","03","07","","3.1","","-2.8","","0.2","","17.8","","0.0","","","","","","4.0","","","","30","","52",""
"-78.88","43.92","OSHAWA","6155875","2022-03-08","2022","03","08","","1.5","","-4.6","","-1.6","","19.6","","0.0","","","","","","0.4","","","","25","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-03-09","2022","03","09","","3.7","","-5.5","","-0.9","","18.9","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-03-10","2022","03","10","","3.0","","-4.8","","-0.9","","18.9","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-03-11","2022","03","11","","-0.8","","-3.5","","-2.2","","20.2","","0.0","","","","","","0.6","","","","26","","37",""
"-78.88","43.92","OSHAWA","6155875","2022-03-12","2022","03","12","","-3.5","","-10.8","","-7.2","","25.2","","0.0","","","","","","0.0","","","","29","","68",""
"-78.88","43.92","OSHAWA","6155875","2022-03-13","2022","03","13","","-0.4","","-12.0","","-6.2","","24.2","","0.0","","","","","","0.0","","","","20","","48",""
"-78.88","43.92","OSHAWA","6155875","2022-03-14","2022","03","14","","4.7","","-8.7","","-2.0","","20.0","","0.0","","","","","","0.4","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-03-15","2022","03","15","","1.6","","0.2","","0.9","","17.1","","0.0","","","","","","6.8","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-03-16","2022","03","16","","2.1","","-0.3","","0.9","","17.1","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-03-17","2022","03","17","","15.0","","-1.9","","6.6","","11.4","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-03-18","2022","03","18","","13.3","","3.0","","8.2","","9.8","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-03-19","2022","03","19","","8.5","","4.3","","6.4","","11.6","","0.0","","","","","","6.5","","","","26","","37",""
"-78.88","43.92","OSHAWA","6155875","2022-03-20","2022","03","20","","9.7","","0.5","","5.1","","12.9","","0.0","","","","","","0.2","","","","30","","42",""
"-78.88","43.92","OSHAWA","6155875","2022-03-21","2022","03","21","","10.6","","-2.1","","4.3","","13.7","","0.0","","","","","","0.0","","","","30","","48",""
"-78.88","43.92","OSHAWA","6155875","2022-03-22","2022","03","22","","5.8","","-5.2","","0.3","","17.7","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-03-23","2022","03","23","","4.6","","0.6","","2.6","","15.4","","0.0","","","","","","16.4","","","","11","","68",""
"-78.88","43.92","OSHAWA","6155875","2022-03-24","2022","03","24","","11.6","","3.4","","7.5","","10.5","","0.0","","","","","","0.0","","","","9","","48",""
"-78.88","43.92","OSHAWA","6155875","2022-03-25","2022","03","25","","5.8","","2.4","","4.1","","13.9","","0.0","","","","","","0.2","","","","28","","35",""
"-78.88","43.92","OSHAWA","6155875","2022-03-26","2022","03","26","","6.8","","-2.0","","2.4","","15.6","","0.0","","","","","","3.8","","","","31","","52",""
"-78.88","43.92","OSHAWA","6155875","2022-03-27","2022","03","27","","-0.2","","-8.9","","-4.6","","22.6","","0.0","","","","","","0.0","","","","30","","63",""
"-78.88","43.92","OSHAWA","6155875","2022-03-28","2022","03","28","","-5.6","","-11.3","","-8.5","","26.5","","0.0","","","","","","0.0","","","","31","","58",""
"-78.88","43.92","OSHAWA","6155875","2022-03-29","2022","03","29","","1.0","","-9.0","","-4.0","","22.0","","0.0","","","","","","0.0","","","","30","","41",""
"-78.88","43.92","OSHAWA","6155875","2022-03-30","2022","03","30","","4.0","","-7.3","","-1.7","","19.7","","0.0","","","","","","1.3","","","","11","","61",""
"-78.88","43.92","OSHAWA","6155875","2022-03-31","2022","03","31","","15.6","","3.9","","9.8","","8.2","","0.0","","","","","","0.0","","","","21","","68",""
"-78.88","43.92","OSHAWA","6155875","2022-04-01","2022","04","01","","4.2","","-0.3","","2.0","","16.0","","0.0","","","","","","0.2","","","","29","","58",""
"-78.88","43.92","OSHAWA","6155875","2022-04-02","2022","04","02","","5.1","","-3.3","","0.9","","17.1","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-04-03","2022","04","03","","6.7","","0.0","","3.4","","14.6","","0.0","","","","","","0.0","","","","33","","39",""
"-78.88","43.92","OSHAWA","6155875","2022-04-04","2022","04","04","","7.7","","-1.9","","2.9","","15.1","","0.0","","","","","","0.0","","","","35","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-04-05","2022","04","05","","12.7","","1.9","","7.3","","10.7","","0.0","","","","","","0.0","","","","11","","42",""
"-78.88","43.92","OSHAWA","6155875","2022-04-06","2022","04","06","","13.9","","6.9","","10.4","","7.6","","0.0","","","","","","6.7","","","","11","","59",""
"-78.88","43.92","OSHAWA","6155875","2022-04-07","2022","04","07","","11.2","","5.4","","8.3","","9.7","","0.0","","","","","","3.8","","","","12","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-04-08","2022","04","08","","9.7","","0.9","","5.3","","12.7","","0.0","","","","","","0.0","","","","21","","46",""
"-78.88","43.92","OSHAWA","6155875","2022-04-09","2022","04","09","","7.4","","-0.4","","3.5","","14.5","","0.0","","","","","","6.3","","","","26","","35",""
"-78.88","43.92","OSHAWA","6155875","2022-04-10","2022","04","10","","7.8","","-1.9","","3.0","","15.0","","0.0","","","","","","0.0","","","","31","","50",""
"-78.88","43.92","OSHAWA","6155875","2022-04-11","2022","04","11","","12.0","","-3.6","","4.2","","13.8","","0.0","","","","","","0.7","","","","10","","48",""
"-78.88","43.92","OSHAWA","6155875","2022-04-12","2022","04","12","","14.7","","5.5","","10.1","","7.9","","0.0","","","","","","0.0","","","","21","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-04-13","2022","04","13","","16.6","","6.5","","11.6","","6.4","","0.0","","","","","","3.9","","","","26","","41",""
"-78.88","43.92","OSHAWA","6155875","2022-04-14","2022","04","14","","14.6","","4.9","","9.8","","8.2","","0.0","","","","","","1.0","","","","26","","58",""
"-78.88","43.92","OSHAWA","6155875","2022-04-15","2022","04","15","","12.8","","2.0","","7.4","","10.6","","0.0","","","","","","0.0","","","","22","","80",""
"-78.88","43.92","OSHAWA","6155875","2022-04-16","2022","04","16","","6.7","","-0.4","","3.2","","14.8","","0.0","","","","","","0.0","","","","34","","45",""
"-78.88","43.92","OSHAWA","6155875","2022-04-17","2022","04","17","","8.0","","-2.0","","3.0","","15.0","","0.0","","","","","","0.0","","","","1","","45",""
"-78.88","43.92","OSHAWA","6155875","2022-04-18","2022","04","18","","7.7","","-3.9","","1.9","","16.1","","0.0","","","","","","12.4","","","","12","","59",""
"-78.88","43.92","OSHAWA","6155875","2022-04-19","2022","04","19","","5.8","","1.5","","3.7","","14.3","","0.0","","","","","","1.2","","","","29","","59",""
"-78.88","43.92","OSHAWA","6155875","2022-04-20","2022","04","20","","9.2","","0.8","","5.0","","13.0","","0.0","","","","","","0.0","","","","12","","46",""
"-78.88","43.92","OSHAWA","6155875","2022-04-21","2022","04","21","","15.5","","4.8","","10.2","","7.8","","0.0","","","","","","5.7","","","","34","","55",""
"-78.88","43.92","OSHAWA","6155875","2022-04-22","2022","04","22","","11.6","","0.8","","6.2","","11.8","","0.0","","","","","","0.0","","","","34","","33",""
"-78.88","43.92","OSHAWA","6155875","2022-04-23","2022","04","23","","11.7","","0.4","","6.1","","11.9","","0.0","","","","","","0.0","","","","11","","48",""
"-78.88","43.92","OSHAWA","6155875","2022-04-24","2022","04","24","","17.9","","7.7","","12.8","","5.2","","0.0","","","","","","0.0","","","","9","","37",""
"-78.88","43.92","OSHAWA","6155875","2022-04-25","2022","04","25","","19.6","","9.8","","14.7","","3.3","","0.0","","","","","","7.9","","","","33","","39",""
"-78.88","43.92","OSHAWA","6155875","2022-04-26","2022","04","26","","10.1","","1.9","","6.0","","12.0","","0.0","","","","","","0.0","","","","32","","39",""
"-78.88","43.92","OSHAWA","6155875","2022-04-27","2022","04","27","","4.9","","-1.6","","1.7","","16.3","","0.0","","","","","","0.0","","","","29","","50",""
"-78.88","43.92","OSHAWA","6155875","2022-04-28","2022","04","28","","10.3","","-2.2","","4.1","","13.9","","0.0","","","","","","0.0","","","","31","","42",""
"-78.88","43.92","OSHAWA","6155875","2022-04-29","2022","04","29","","14.6","","-1.3","","6.7","","11.3","","0.0","","","","","","0.0","","","","32","","33",""
"-78.88","43.92","OSHAWA","6155875","2022-04-30","2022","04","30","","13.4","","0.5","","7.0","","11.0","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-05-01","2022","05","01","","14.6","","1.2","","7.9","","10.1","","0.0","","","","","","1.7","","","","10","","52",""
"-78.88","43.92","OSHAWA","6155875","2022-05-02","2022","05","02","","12.4","","4.6","","8.5","","9.5","","0.0","","","","","","0.4","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-05-03","2022","05","03","","13.9","","7.3","","10.6","","7.4","","0.0","","","","","","10.1","","","","6","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-05-04","2022","05","04","","17.9","","7.2","","12.6","","5.4","","0.0","","","","","","3.9","","","","35","","46",""
"-78.88","43.92","OSHAWA","6155875","2022-05-05","2022","05","05","","14.0","","1.9","","8.0","","10.0","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-05-06","2022","05","06","","17.7","","5.6","","11.7","","6.3","","0.0","","","","","","0.0","","","","7","","37",""
"-78.88","43.92","OSHAWA","6155875","2022-05-07","2022","05","07","","16.9","","3.4","","10.2","","7.8","","0.0","","","","","","0.0","","","","4","","46",""
"-78.88","43.92","OSHAWA","6155875","2022-05-08","2022","05","08","","16.2","","3.9","","10.1","","7.9","","0.0","","","","","","0.0","","","","11","","33",""
"-78.88","43.92","OSHAWA","6155875","2022-05-09","2022","05","09","","20.1","","5.0","","12.6","","5.4","","0.0","","","","","","0.0","","","","12","","37",""
"-78.88","43.92","OSHAWA","6155875","2022-05-10","2022","05","10","","22.5","","9.0","","15.8","","2.2","","0.0","","","","","","0.0","","","","11","","33",""
"-78.88","43.92","OSHAWA","6155875","2022-05-11","2022","05","11","","23.5","","9.3","","16.4","","1.6","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-05-12","2022","05","12","","26.7","","8.3","","17.5","","0.5","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-05-13","2022","05","13","","26.0","","12.2","","19.1","","0.0","","1.1","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-05-14","2022","05","14","","26.2","","12.7","","19.5","","0.0","","1.5","","","","","","0.0","","","","17","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-05-15","2022","05","15","","26.6","","14.6","","20.6","","0.0","","2.6","","","","","","0.0","","","","35","","37",""
"-78.88","43.92","OSHAWA","6155875","2022-05-16","2022","05","16","","19.2","","9.6","","14.4","","3.6","","0.0","","","","","","8.4","","","","32","","45",""
"-78.88","43.92","OSHAWA","6155875","2022-05-17","2022","05","17","","17.0","","6.8","","11.9","","6.1","","0.0","","","","","","0.0","","","","31","","52",""
"-78.88","43.92","OSHAWA","6155875","2022-05-18","2022","05","18","","14.4","","3.2","","8.8","","9.2","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-05-19","2022","05","19","","17.9","","6.9","","12.4","","5.6","","0.0","","","","","","9.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-05-20","2022","05","20","","24.3","","10.1","","17.2","","0.8","","0.0","","","","","","0.0","","","","19","","41",""
"-78.88","43.92","OSHAWA","6155875","2022-05-21","2022","05","21","","27.1","","14.3","","20.7","","0.0","","2.7","","","","","","8.6","","","","27","","89",""
"-78.88","43.92","OSHAWA","6155875","2022-05-22","2022","05","22","","15.9","","7.4","","11.7","","6.3","","0.0","","","","","","0.7","","","","35","","48",""
"-78.88","43.92","OSHAWA","6155875","2022-05-23","2022","05","23","","15.5","","4.4","","10.0","","8.0","","0.0","","","","","","0.0","","","","35","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-05-24","2022","05","24","","18.3","","4.2","","11.3","","6.7","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-05-25","2022","05","25","","20.8","","8.0","","14.4","","3.6","","0.0","","","","","","0.0","","","","10","","45",""
"-78.88","43.92","OSHAWA","6155875","2022-05-26","2022","05","26","","25.9","","13.8","","19.9","","0.0","","1.9","","","","","","0.2","","","","20","","37",""
"-78.88","43.92","OSHAWA","6155875","2022-05-27","2022","05","27","","20.5","","15.0","","17.8","","0.2","","0.0","","","","","","2.8","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-05-28","2022","05","28","","22.1","","13.4","","17.8","","0.2","","0.0","","","","","","1.0","","","","32","","33",""
"-78.88","43.92","OSHAWA","6155875","2022-05-29","2022","05","29","","23.8","","13.5","","18.7","","0.0","","0.7","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-05-30","2022","05","30","","27.4","","14.1","","20.8","","0.0","","2.8","","","","","","0.0","","","","22","","35",""
"-78.88","43.92","OSHAWA","6155875","2022-05-31","2022","05","31","","30.5","","15.3","","22.9","","0.0","","4.9","","","","","","0.0","","","","20","","39",""
"-78.88","43.92","OSHAWA","6155875","2022-06-01","2022","06","01","","22.1","","11.1","","16.6","","1.4","","0.0","","","","","","12.3","","","","33","","39",""
"-78.88","43.92","OSHAWA","6155875","2022-06-02","2022","06","02","","20.0","","10.5","","15.3","","2.7","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-06-03","2022","06","03","","22.8","","7.5","","15.2","","2.8","","0.0","","","","","","0.2","","","","22","","42",""
"-78.88","43.92","OSHAWA","6155875","2022-06-04","2022","06","04","","19.9","","6.8","","13.4","","4.6","","0.0","","","","","","0.0","","","","29","","58",""
"-78.88","43.92","OSHAWA","6155875","2022-06-05","2022","06","05","","22.2","","6.5","","14.4","","3.6","","0.0","","","","","","0.0","","","","22","","32",""
"-78.88","43.92","OSHAWA","6155875","2022-06-06","2022","06","06","","20.7","","12.9","","16.8","","1.2","","0.0","","","","","","5.5","","","","11","","48",""
"-78.88","43.92","OSHAWA","6155875","2022-06-07","2022","06","07","","19.9","","12.0","","16.0","","2.0","","0.0","","","","","","27.0","","","","19","","45",""
"-78.88","43.92","OSHAWA","6155875","2022-06-08","2022","06","08","","21.7","","8.5","","15.1","","2.9","","0.0","","","","","","1.4","","","","20","","33",""
"-78.88","43.92","OSHAWA","6155875","2022-06-09","2022","06","09","","21.7","","12.5","","17.1","","0.9","","0.0","","","","","","8.0","","","","31","","41",""
"-78.88","43.92","OSHAWA","6155875","2022-06-10","2022","06","10","","22.4","","10.8","","16.6","","1.4","","0.0","","","","","","0.0","","","","29","","37",""
"-78.88","43.92","OSHAWA","6155875","2022-06-11","2022","06","11","","22.2","","10.7","","16.5","","1.5","","0.0","","","","","","1.4","","","","30","","42",""
"-78.88","43.92","OSHAWA","6155875","2022-06-12","2022","06","12","","21.0","","12.0","","16.5","","1.5","","0.0","","","","","","3.5","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-06-13","2022","06","13","","21.8","","9.4","","15.6","","2.4","","0.0","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-06-14","2022","06","14","","23.8","","12.9","","18.4","","0.0","","0.4","","","","","","0.0","","","","","M","","M"
"-78.88","43.92","OSHAWA","6155875","2022-06-15","2022","06","15","","24.5","","12.8","","18.7","","0.0","","0.7","","","","","","1.5","","","","10","","50",""
"-78.88","43.92","OSHAWA","6155875","2022-06-16","2022","06","16","","30.1","","17.8","","24.0","","0.0","","6.0","","","","","","2.0","","","","22","","54",""
